,category,first flight,introduced,introduction,ns,number built,pageid,retired,status,title,unit cost,views,built_group,built_number,year
6548,Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft,1924,,Error,0,3,12351934,,,De Havilland DH.51,,10.534246575342467,2,3.0,1924.0
6549,Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:Racing aircraft|Category:Racing aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft,30 July 1923,1923,Error,0,38,9597044,1942,,De Havilland DH.50,,22.594520547945205,3,38.0,1923.0
6550,Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:Racing aircraft|Category:Racing aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft,June 1922,,Error,0,2,13194680,,,De Havilland DH.37,Error,6.147945205479452,2,2.0,1922.0
6551,Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft,[[1929 in aviation,,Error,0,>30,14870338,,,Cierva C.19,Error,20.284931506849315,3,30.0,1929.0
6553,Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft,[[1923 in aviation,1923,Error,0,28,12039103,[[1933 in aviation,,Bristol Primary Trainer,,5.076712328767123,3,28.0,1923.0
6554,Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft,[[1923 in aviation,[[1923 in aviation,Error,0,1,11398598,,,Avro 560,,5.641095890410959,1,1.0,1923.0
6555,Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft,[[1923 in aviation,[[1923 in aviation,Error,0,2,11398428,,,Avro 558,,5.016438356164383,2,2.0,1923.0
6557,Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft,1926,,Error,0,1,10710978,1928,,ANEC IV,,3.6054794520547944,1,1.0,1926.0
6558,Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft,1923,,Error,0,"3 (ANEC I), 1 (ANEC II)",10702160,,,ANEC I,,7.465753424657534,2,3.0,1923.0
6560,Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft,[[1929 in aviation,,Error,0,1,1012934,[[1932 in aviation,Scrapped,ABC Robin,,11.035616438356165,1,1.0,1929.0
6561,Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft,1914,,Error,0,1,36833516,,,Pemberton-Billing P.B.1,,5.1945205479452055,1,1.0,1914.0
6563,Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft,,,Error,0,1,30444152,,,De Bolotoff SDEB 14,,3.0931506849315067,1,1.0,1910.0
6564,Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft,[[1919 in aviation,,Error,0,8,10458775,,,Central Centaur IV,,3.2958904109589042,3,8.0,1919.0
6566,Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft,May 1919,,Error,0,8,18553348,,,Boulton Paul P.9,,4.041095890410959,3,8.0,1919.0
6567,Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft,16 July 1921,,Error,0,33,11596778,,,Avro 552,Error,5.83013698630137,3,33.0,1921.0
6568,Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft,October [[1919 in aviation,,Error,0,38,11585718,,,Avro 548,Error,5.241095890410959,3,38.0,1919.0
6569,Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft,May [[1919 in aviation,,Error,0,26,11562091,1930,,Avro 536,Error,4.7835616438356166,3,26.0,1919.0
6571,Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft|Category:1910s British civil utility aircraft,1919,1919,Error,0,9,10663184,1923,,Airco DH.16,,19.13150684931507,3,9.0,1919.0
6632,Category:1990s British sport aircraft|Category:1990s British sport aircraft|Category:1990s British sport aircraft|Category:1990s British sport aircraft|Category:1990s British sport aircraft|Category:1990s British sport aircraft|Category:Light-sport aircraft,12 September 1992,,Error,0,495 by 2011,8952838,,,Europa XS,,40.36164383561644,5,495.0,1992.0
6633,Category:1980s British sport aircraft|Category:1980s British sport aircraft|Category:1980s British sport aircraft|Category:1980s British sport aircraft|Category:1980s British sport aircraft|Category:1980s British sport aircraft,1986,Error,Error,0,2,57088139,Error,Error,Plumb BGP-1,Error,5.668493150684932,2,2.0,1986.0
6640,Category:1960s British sport aircraft|Category:1960s British sport aircraft|Category:1960s British sport aircraft|Category:1960s British sport aircraft|Category:1960s British sport aircraft|Category:1960s British sport aircraft|Category:Racing aircraft|Category:Racing aircraft,4 January 1967,,Error,0,40 (2011),2149305,,Plans available (2015),Taylor Titch,[[Pound sterling,8.92054794520548,3,40.0,1967.0
6641,Category:1960s British sport aircraft|Category:1960s British sport aircraft|Category:1960s British sport aircraft|Category:1960s British sport aircraft|Category:1960s British sport aircraft|Category:1960s British sport aircraft,21 April 1967,,Error,0,4 (factory-built),2395235,,,Rollason Beta,Error,5.550684931506849,2,4.0,1967.0
6643,Category:1960s British sport aircraft|Category:1960s British sport aircraft|Category:1960s British sport aircraft|Category:1960s British sport aircraft|Category:1960s British sport aircraft|Category:1960s British sport aircraft,November 1969,,Error,0,43,12685138,,,Layzell Cricket,Error,3.5726027397260274,3,43.0,1969.0
6644,Category:1960s British sport aircraft|Category:1960s British sport aircraft|Category:1960s British sport aircraft|Category:1960s British sport aircraft|Category:1960s British sport aircraft|Category:1960s British sport aircraft,1963,,Error,0,18,16246488,,,Isaacs Fury,Error,8.38082191780822,3,18.0,1963.0
6645,Category:1960s British sport aircraft|Category:1960s British sport aircraft|Category:1960s British sport aircraft|Category:1960s British sport aircraft|Category:1960s British sport aircraft|Category:1960s British sport aircraft,1963,,Error,0,about 30-40,12517526,,,Clutton-Tabenor FRED,"[[US$]]50 (plans only, 2015)",4.419178082191781,3,30.0,1963.0
6647,Category:1950s British sport aircraft|Category:1950s British sport aircraft|Category:1950s British sport aircraft|Category:1950s British sport aircraft|Category:1950s British sport aircraft|Category:1950s British sport aircraft|Category:Racing aircraft|Category:Racing aircraft,14 December 1953,,Error,0,1,1449333,,,Miles Sparrowjet,,8.07945205479452,1,1.0,1953.0
6648,Category:1950s British sport aircraft|Category:1950s British sport aircraft|Category:1950s British sport aircraft|Category:1950s British sport aircraft|Category:1950s British sport aircraft|Category:1950s British sport aircraft,1951,,Error,0,1,22745318,1959,Retired,Britten-Norman BN-1,,11.216438356164383,1,1.0,1951.0
6649,Category:1940s British sport aircraft|Category:1940s British sailplanes|Category:1940s British sport aircraft|Category:1940s British sailplanes|Category:1940s British sport aircraft|Category:1940s British sailplanes|Category:1940s British sport aircraft|Category:1940s British sailplanes|Category:1940s British sport aircraft|Category:1940s British sport aircraft|Category:1940s British sport aircraft|Category:1940s British sailplanes|Category:1940s British sailplanes,18 January 1947,[[1947 in aviation,Error,0,1,9508350,,,Short Nimbus,,4.920547945205479,1,1.0,1947.0
6650,Category:1940s British sport aircraft|Category:1940s British experimental aircraft|Category:1940s British sport aircraft|Category:1940s British sport aircraft|Category:1940s British sport aircraft|Category:1940s British sport aircraft|Category:1940s British sport aircraft|Category:1940s British sport aircraft,12 June 1940,,Error,0,1,16185361,1940,,Napier-Heston Racer,,20.832876712328765,1,1.0,1940.0
6651,Category:1940s British sport aircraft|Category:1940s British sport aircraft|Category:1940s British sport aircraft|Category:1940s British sport aircraft|Category:1940s British sport aircraft|Category:1940s British sport aircraft|Category:1940s British sport aircraft,8 August [[1947 in aviation,,Error,0,1,14909937,[[1950 in aviation,,Elliotts of Newbury Eon,Error,2.6027397260273974,1,1.0,1947.0
